title,year,rating,votes,genres,plot,imdb_id
Monkey King vs. Er Lang Shen,2007.0,4.6,20.0,Animation,,tt1619890
Alice,2024.0,5.3,15238.0,"Sci-Fi,Thriller","Follows a struggling father who purchases a domestic SIM to help care for his house and family, unaware she will gain awareness and turn deadly.",tt24871974
The Red Siren,2002.0,5.2,1397.0,"Crime,Thriller,Action",A 12 y.o. girl reports her powerful mom to the police for having killed the nanny. She runs away and is helped by an ex-soldier/assassin to find her dad in Portugal while the mom has her people try prevent this. Shooting follows.,tt0254775
The Night Listener,2006.0,5.9,16188.0,"Crime,Drama,Horror,Mystery,Thriller","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",tt0448075
The League of Frightened Men,1937.0,5.7,130.0,Mystery,"In the second of Columbia's Nero Wolfe movies, the housebound detective is confronted with several deaths and a disappearance among a group of 10 Harvard alumni who had years earlier hazed another student, resulting in his becoming crippled.—Lawrence Chadbourne",tt0029127
Mr. Blandings Builds His Dream House,1948.0,7.2,13065.0,"Comedy,Romance",A man and his wife decide they can afford to have a house in the country built to their specifications. It's a lot more trouble than they think.,tt0040613
The Fourth Protocol,1987.0,6.5,11420.0,Thriller,"John Preston is a British Agent with the task of preventing the Russians detonating a nuclear explosion next to an American base in the UK. The Russians are hoping this will shatter the ""special relationship"" between the two countries.",tt0093044
A Handful of Dust,1988.0,6.6,2423.0,"Drama,Romance",The wife's affair and a death in the family hasten the demise of an upper-class English marriage.,tt0095274
Captains Courageous,1937.0,7.9,11237.0,"Adventure,Drama,Family","A spoiled brat who falls overboard from a steamship in the 1920s gets picked up by a New England fishing boat, where he's made to earn his keep by joining the crew in their work.",tt0028691
Pan Tadeusz,1999.0,6.1,3798.0,"Drama,History,Romance,War","In the early 1810s, Poles, part of Russia's client state of Lithuania, think independence will come if they join forces with Napoleon when he invades Russia. This unity of purpose, in one district, is undermined by two families, feuding since the head of one shot the head of the other twenty years before. There are hopes of a reconciliation through a marriage of Pan Tadeusz, a Soplica, whose father, the murderer, is in hiding somewhere, and Zosia, a teen-aged girl, a Horeszko who lives in the household of Pan's uncle. Other cross-currents - of love, family, politics, village traditions, land reform, and what it means to be Polish - give the film texture. It's an exile's story.—<jhailey@hotmail.com>",tt0170351
That Splendid November,1969.0,6.1,444.0,Drama,"A Sicilian teenager struggling with the death of his father forms an intimate bond with his childless young aunt, but becomes jealous when she embarks on an extramarital affair.",tt0062722
Ossessione,1943.0,7.6,8531.0,"Crime,Drama,Romance","Gino, a drifter, begins an affair with inn-owner Giovanna, and they plan to get rid of her older husband.",tt0035160
Light and the Sufferer,2007.0,4.6,141.0,"Drama,Sci-Fi","Realism and fantasy collide in Jonathan Lethem's genre-bending coming-of-age story, which follows two estranged brothers as they try to leave New York City for a new life in California only to find their plans--and lives--being forever changed by the appearance of a mysterious alien. We follow Paul--fresh from dropping out of college and living unhappily at home with his parents--as he arrives in New York City's Washington Square Park in search of his younger brother Don, who was kicked out of their parents' home a year earlier with neither Paul or their parents hearing from him since. Realizing their lives are at a dead end and looking to forge a new future together, Paul suggests that the two hop a plane for California and ""leave all the bullshit behind."" After a robbery intended to raise money for their trip goes awry, the brothers find themselves being pursued not only by the drug dealers they ripped off, but by a sufferer: one of the sphinx-like creatures that roam the city, trailing after people in trouble. The brothers' interaction with this fantastic creature turns the story on its head with both humorous and heart-wrenching results. What does the sufferer want and why is it following them? Has it come to help or hurt them? Is it a guardian angel or a death angel? Like a walking enigma that eludes the explanations of all who encounter it, the brothers' immutable new ""friend"" offers no easy answers.—Anonymous",tt0362822
Nick and Norah's Infinite Playlist,2008.0,6.6,96018.0,"Comedy,Drama,Music,Romance","Two newly acquainted music-lovers spend the night scouting the streets of New York City in search of their favourite band's surprise secret show. All the while, they're both being chased after by their tempting but devious exes.",tt0981227
101 Reykjavík,2000.0,6.8,10013.0,"Comedy,Drama,Romance","Will the 30 y.o. Hlynur ever move out of his mother's apartment in Reykjavík? Social welfare keeps him passive but things change when his mother's Spanish friend, Lola, arrives and stays through Xmas and New Year's Eve.",tt0237993
I Was a Male War Bride,1949.0,7.0,9409.0,"Comedy,Romance,War","After marrying an American lieutenant with whom he was assigned to work in post-war Germany, a French captain attempts to find a way to accompany her back to the States under the terms of the War Bride Act.",tt0041498
The Ugly Swans,2006.0,6.9,1686.0,"Drama,Mystery,Sci-Fi","The writer is invited to the town of Tashlinsk by the mutants who emerged after an unnatural and constant rain causing the evacuation of the city, and by the children who are studying the unearthly knowledge of mutants.",tt0439581
Heaven's Prisoners,1996.0,5.8,5917.0,"Drama,Mystery,Thriller","A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",tt0116508
Interview with the Vampire: The Vampire Chronicles,1994.0,7.5,357402.0,"Drama,Fantasy,Horror","A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",tt0110148
The Emperor Jones,1933.0,6.4,1313.0,"Drama,Music",Unscrupulously ambitious Brutus Jones escapes from jail after killing a guard and through bluff and bravado finds himself the emperor of a Caribbean island.,tt0023985
Camille,1988.0,7.3,7575.0,"Biography,Drama,History,Romance","Camille Claude impresses already-famous sculptor Auguste Rodin. He hires her as an assistant, but soon Camille begins to sculpt for herself and she also becomes his mistress. But after a while, she would like to get out of his shadow.",tt0094828
War and Peace,2016.0,8.1,27534.0,"Drama,History,Romance,War","As the Russian conflict with Napoleon reaches its peak, five aristocratic families face the possibility of their lives being changed forever.",tt3910804
Cabiria,1957.0,8.1,53312.0,Drama,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,tt0050783
Mr. Wu,1927.0,6.4,728.0,"Drama,Romance","When Mandarin Wu's unmarried daughter becomes pregnant by a young Englishman, he seeks vengeance.",tt0018179
Cheri,2009.0,6.1,11802.0,"Comedy,Drama,Romance",The son of a courtesan retreats into a fantasy world after being forced to end his relationship with the older woman who educated him in the ways of love.,tt1179258
Taras Bulba,1962.0,6.3,4617.0,"Adventure,Drama,History,Romance,War","In the 16th-century Ukraine, the Polish overlords and Ukrainian cossacks fight for control of the land but frequent Turkish invasions force them to unite against the common Turkish foe.",tt0056556
Tenchi Muyo! in Love,1996.0,7.1,1503.0,"Animation,Adventure,Comedy,Drama,Fantasy,Mystery,Romance,Sci-Fi,Thriller","Tenchi and co. find their existence unsettled by a time-travelling entity called Kain. Desiring revenge upon the Juraian emperor, Tenchi, Kain travels back in time to kill Tenchi's mother. Trying to preserve the timestream, Tenchi and friends follow him back. Unfortunately, Tenchi must also deal with the pain that seeing his mother causes him. Since she died in the future, seeing her alive in the past reopens his old wounds.—Claude J Smith III <tsath@hotmail.com>",tt0117876
Nana,2006.0,8.5,6721.0,"Animation,Comedy,Drama,Music,Romance","Two ostensibly opposite women, both named Nana, become roommates in Tokyo and grow inseparable. However, their relationship is jeopardized as the harsh realities of adult life take shape.",tt0810705
Short Cuts,1993.0,7.6,48132.0,"Comedy,Drama",The day-to-day lives of several suburban Los Angeles residents.,tt0108122
Charlie and the Chocolate Factory,2005.0,6.7,542916.0,"Adventure,Comedy,Family,Fantasy,Musical","Charlie, a young boy from an impoverished family, and four other kids win a tour of an amazing chocolate factory run by an imaginative chocolatier, Willy Wonka, and his staff of Oompa-Loompas.",tt0367594
Shutter Island,2010.0,8.2,1511502.0,"Drama,Mystery,Thriller",Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,tt1130884
Un Barrage Contre le Pacifique,2008.0,6.1,882.0,Drama,A troubled mother's spirit crumbles when her adult children strike out for independence. Feeling abandoned she contemplates taking drastic action.,tt0931285
World on a Wire,1953.0,,,,,tt0595422
Funeral in Berlin,1966.0,6.8,7994.0,Thriller,"Sent to East Berlin to retrieve a Communist defector, British spy Harry Palmer suspects the situation is not what his superiors believe it to be.",tt0060437
Brave New World,2025.0,,,"Action,Adventure,Sci-Fi","Sam Wilson, the new Captain America, finds himself in the middle of an international incident and must discover the motive behind a nefarious global plan.",tt14513804
Quiet Days in Clichy,1970.0,5.1,1167.0,"Comedy,Drama","Not so quiet, Joey and Carl's days in Clichy... The two men, living in a small apartment, are penniless writers, with not enough to eat, which does not prevent them from enjoying life. One of their main interests is to get laid with women of various ages, physical appearances and nationalities. Among them, a neighbor in need, a fourteen-year-old half-witted girl, an American newspaper vendor who tends to smash up everything before making love, a Swedish woman who mourns her late husband..., all being merely sex toys they play with—Guy Bellinger",tt0066407
Maurice,1987.0,7.6,24715.0,"Drama,Romance","Two English school chums find themselves falling in love at Cambridge. To regain his place in society, Clive gives up Maurice and marries. While staying with Clive and his wife, Maurice discovers romance in the arms of the gamekeeper Alec.",tt0093512
Hubertus Castle,1973.0,4.7,77.0,Drama,"A baron is blinded by an eagle when he withdraws from his children to a mountain retreat.Now without sight, he becomes more accommodating to them.",tt0070647
Blood for Dracula,1974.0,6.1,6933.0,Horror,An ailing vampire count travels to Italy with his servant to find a bride.,tt0071233
Kick-Ass,2010.0,7.6,603626.0,"Action,Comedy,Crime","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",tt1250777
White Dog,1982.0,7.0,11077.0,"Drama,Horror",A trainer attempts to retrain a vicious dog that's been raised to attack black people.,tt0084899
The Thing: Terror Takes Shape,1998.0,7.7,1003.0,Documentary,A revealing and insightful look into the making of this underrated horror film.,tt0376921
The Parent Trap,1998.0,6.7,160594.0,"Adventure,Comedy,Drama,Family,Romance","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",tt0120783
The Officers' Ward,2001.0,7.4,1766.0,"Drama,Romance,War","French lieutenant has been mutilated in the early days of World War I, so he is forced to adapt in hospital to a new life.",tt0273148
Cobra Verde,1987.0,6.9,8645.0,"Adventure,Drama","During the 1800s, paroled Brazilian bandit Cobra Verde is sent to West Africa with a few troops to man an old Portuguese fort and to convince the local African ruler to resume the slave trade with Brazil.",tt0094888
The Statement,2003.0,6.2,5680.0,"Drama,Thriller",Tale of a former Nazi executioner who becomes a target of hitmen and police investigators.,tt0340376
Tuck Everlasting,2002.0,6.6,25819.0,"Drama,Family,Fantasy,Romance",A young woman meets and falls in love with a young man who is part of a family of immortals.,tt0283084
Cat Chaser,1989.0,5.2,1552.0,"Crime,Drama,Thriller",A Miami hotel owner finds danger when he becomes romantically involved with the wife of a deposed general from the Dominican Republic where he fought many years back.,tt0097028
From Here to Eternity,1953.0,7.6,52000.0,"Drama,Romance,War","At a U.S. Army base in 1941 Hawaii, a pugilistic private is cruelly punished for refusing to join his unit's boxing team. Meanwhile, his commanding officer's wife and top NCO are indulging in a torrid love affair.",tt0045793
A Corte do Norte,2008.0,6.1,131.0,"Drama,Romance","Emília de Sousa, the great 19th-century Portuguese actress, abandoned her career to marry a rich aristocrat and became the Baroness Magdalene of the Sea. As beautiful as Empress Sissi, she built a mystery that lasted four generations.",tt1029227
Polikushka,1922.0,6.9,83.0,Drama,"In 19th century Russia, peasant Polikei is sent by the wealthy landlady to town. Things start to get complicated and even tragic, when he loses the lady's money he was sent for.",tt0013501
The Cartoonist,2018.0,,,"Short,Drama,Romance","After her relationship ends abruptly, a cartoonist, whose head is always up in the clouds, must learn to come down to earth.",tt8242162
Left Behind: The Movie,2000.0,5.0,75.0,"Documentary,Short","Janaya Stevens, who plays Choloe Steele in the movie, hosts a video in which actors from ""Left Behind"" and other Cloud Ten Picture films are interviewed, special effects designers, and even musical artists whose songs appeared in the film (while the singers had cameos). Including the interviewed cast are Peter and Paul Lalonde, Vic Sarin, Nick Mancuso, Brad Johnson, Kirk Cameron, Chelsea Noble, Clarence Gilyard, Mark Bradley Morrow, Margaret Caldwell, the band of Jake, Clay Crosse, Bob Carlisle, Rebecca St. James, Gordon Currie... etc.—Thorold Stone",tt0272186
A Return to Salem's Lot,1987.0,4.3,5247.0,"Comedy,Horror,Thriller",A man and his son vacation to the quiet vampire populated town of Salem's Lot.,tt0093855
The Threepenny Opera,1931.0,7.2,2599.0,"Comedy,Crime,Drama,Musical","The Gangster Macheath secretly marries the daughter of beggar king Peachum. When Peachum finds out, he instructs the police chief Brown to arrest and hang Macheath. If not, all the beggars of Soho will disturb the upcoming coronation.",tt0021818
No Way to Treat a Lady,1968.0,7.0,2640.0,"Comedy,Crime,Drama,Mystery,Thriller",A crafty serial killer plays a game of cat-and-mouse with a harried police detective trying to track him down.,tt0063356
The Howling: Reborn,2011.0,4.1,4047.0,"Action,Drama,Fantasy,Horror,Thriller","A teenage outcast discovers he is a werewolf, and must battle a pack of the brutal creatures when they threaten him and his new girlfriend.",tt1554092
Rope,1948.0,7.9,158165.0,"Crime,Drama,Mystery,Thriller",Two men try to convince themselves they've committed the perfect murder by hosting a dinner party after strangling a former classmate to death.,tt0040746
Pride and Vengeance,1967.0,5.9,792.0,"Action,Drama,Romance,Western",A stalwart Spanish soldier turns to a life of crime to prove his love for a mysterious and promiscuous gypsy woman.,tt0062424
Malcolm X,1992.0,7.7,104477.0,"Biography,Drama,History","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination.",tt0104797
The Three Musketeers,2011.0,5.7,113192.0,"Action,Adventure,Fantasy,Romance,Thriller","The young and confident D'Artagnan, along with three former legendary but now down-on-their-luck Musketeers; unite and defeat a beautiful double agent and her villainous employer from seizing the French throne, and engulfing Europe in war.",tt1509767
Les Misérables,2012.0,7.5,351079.0,"Drama,Musical,Romance","In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",tt1707386
Out of Africa,1985.0,7.1,88129.0,"Biography,Drama,Romance","In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.",tt0089755
Yūgure made,1980.0,6.5,9.0,"Drama,Romance",,tt0133287
Bartleby,2001.0,6.4,2260.0,"Comedy,Drama,Mystery",A clueless boss has no idea what to do with his mundane office worker whose refusal of duties only gets worse each passing minute.,tt0230025
The Adventures of Baron Munchausen,1988.0,7.1,57850.0,"Adventure,Comedy,Fantasy",An account of Baron Munchausen's supposed travels and fantastical experiences across late 18th-century Europe with his band of misfits.,tt0096764
Hellraiser,2022.0,5.9,51081.0,"Horror,Mystery,Thriller","A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites.",tt0887261
Scoop,2024.0,6.5,19213.0,"Biography,Drama","An insider account of how BBC Newsnight obtained the bombshell interview with Prince Andrew about his friendship with convicted sex offender, Jeffrey Epstein.",tt21279806
A Christmas Carol,2009.0,6.8,132988.0,"Animation,Adventure,Comedy,Drama,Family,Fantasy","Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",tt1067106
The Avenger,2012.0,8.0,1487694.0,"Action,Sci-Fi",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,tt0848228
David Copperfield,1999.0,7.6,5188.0,Drama,A gentle orphan discovers life and love in an indifferent adult world.,tt0167872
Presence of Mind,1999.0,5.4,791.0,"Drama,Horror,Thriller","A governess hired to care for children at a wealthy estate encounters supernatural occurrences tied to former staff. Clashing with the housekeeper, she tries to safeguard the children while uncovering the property's dark history.",tt0211577
Hellboy,2004.0,6.9,357444.0,"Action,Adventure,Fantasy,Horror,Sci-Fi","A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",tt0167190
Ryan's Daughter,1970.0,7.4,10968.0,"Drama,Romance","Set in the wake of the 1916 Easter Rising, a married woman in a small Irish village has an affair with a troubled British officer.",tt0066319
The Girl Hunters,1963.0,5.9,842.0,"Crime,Drama,Mystery,Thriller","Legendary detective Mike Hammer has spent seven years in an alcoholic funk after the supposed death of his secretary, Velda. He is brought back to the land of the living by his old friendly enemy, police lieutenant Pat Chambers.",tt0057102
King Solomon's Mines,1985.0,5.2,15336.0,"Action,Adventure,Comedy,Romance",Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,tt0089421
A Map of the World,1999.0,6.5,4762.0,Drama,A woman's life falls apart after she's blamed for an accident on her property.,tt0160513
The Fan,2025.0,,,"Action,Adventure,Sci-Fi","One of Marvel's most iconic families makes it back to the big screen, the Fantastic Four.",tt10676052
La soupe aux choux,1981.0,6.5,9854.0,"Comedy,Drama,Sci-Fi",2 buddy farmers are visited by aliens who like their domestic cabbage soup.,tt0083109
Spring,2012.0,5.3,150694.0,"Crime,Drama,Thriller","Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",tt2101441
The Hound of the Baskervilles,1959.0,6.9,12924.0,"Horror,Mystery","When a nobleman is threatened by a family curse on his newly inherited estate, detective Sherlock Holmes is hired to investigate.",tt0052905
Poodle Springs,1998.0,6.0,1015.0,"Crime,Drama",An aging Phillip Marlowe gets mixed up with blackmail and murder amongst the elite social set in 1963.,tt0145400
Lady Chatterley,2022.0,6.6,24476.0,"Drama,Romance",An unhappily married aristocrat begins a torrid affair with the gamekeeper on her husband's country estate.,tt14369780
The Howling,1981.0,6.5,41448.0,Horror,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.",tt0082533
Dream Boy,2008.0,6.2,4493.0,"Drama,Romance","Based on the novel ""Dream Boy"" by Jim Grimsley, this film chronicles the relationship between two gay teenagers in the rural south in the late 70's.",tt0889595
At Play in the Fields of the Lord,1991.0,6.8,3609.0,"Drama,Romance","In the South American jungle, fundamentalist missionaries Martin and Hazel clash with tribe members and rival groups while pilot Lewis gets entangled with mission head Leslie's wife Andy amid encroaching civilization.",tt0101373
Alice in Wonderland,2010.0,6.4,449717.0,"Adventure,Family,Fantasy,Mystery","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",tt1014759
The Lebanese Mission,1956.0,5.9,61.0,"Action,Thriller","Jean Servais and Omar Sharif are explorers searching for uranium in the Arabian desert. They run into spies, thieves and two attractive mysterious women played by Juliette Greco and Luciana Paluzzi.",tt0049060
The Beautiful and Damned,2009.0,4.0,55.0,Drama,"Twenty something trust fund kid Anthony Patch and his party girl wife Gloria Gilbert are disinherited by their wealthy benefactor grandfather and their lives spiral out of control in a blizzard of drugs, sex and eventual violence.",tt1077234
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,6.9,437413.0,"Adventure,Family,Fantasy","While playing, Lucy and her siblings find a wardrobe that lands them in a mystical place called Narnia. Here they realize that it was fated and they must now unite with Aslan to defeat an evil queen.",tt0363771
"Goodbye, Mr. Chips",1939.0,7.9,11793.0,"Drama,Romance",An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.,tt0031385
The Man in the Glass Booth,1975.0,7.0,1540.0,"Drama,War","Mossad agents kidnap an American Jewish man, accuse him of being a fugitive Nazi war criminal and take him to Jerusalem to face trial for genocide.",tt0073345
Fortress,2021.0,3.3,5776.0,"Action,Thriller","A group of criminals led by Robert's former nemesis - Balzary who hellbent on revenge, forces a retired CIA Agent and his estranged son into a high-tech bunker. Will the thick walls and defenses be powerful enough against Balzary's forces.",tt14577300
It Rains on Our Love,1946.0,6.6,1741.0,"Drama,Romance",Young love confronts stupidity and boredom of society.,tt0038468
The Four Feathers,2002.0,6.5,35859.0,"Adventure,Drama,Romance,War",A young British officer resigns his commission just before his regiment is sent to battle and soon receives four white feathers from his friends and fiancee as symbols of what they view as his cowardice.,tt0240510
O Amor Natural,1996.0,7.4,207.0,Documentary,"A documentary on Brazil's relationship with the poetry of Carlos Drummond de Andrade, and to their own sexuality.",tt0137355
Great Expectations,1998.0,6.8,57827.0,"Drama,Romance",Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,tt0119223
The Spider's Web,2018.0,6.1,53344.0,"Action,Adventure,Crime,Drama,Mystery,Thriller","Hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals, and corrupt government officials.",tt5177088
The Parallax View,1974.0,7.1,22678.0,"Drama,Mystery,Thriller",An ambitious reporter gets in way-over-his-head trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.,tt0071970
The Lucky One,2012.0,6.4,115405.0,"Drama,Mystery,Romance,War",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,tt1327194
Paradise for Three,1938.0,7.0,646.0,"Romance,Comedy","A wealthy business man, out of touch with real folks, decides to mingle and see what it is really all about.",tt0030554
The Legend of 1900,1998.0,8.0,70529.0,"Drama,Music,Romance","A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land.",tt0120731
Evil Under the Sun,1982.0,7.0,21657.0,"Crime,Drama,Mystery","Agatha Christie's Belgian sleuth, Hercule Poirot, solves the murder of an actress at a Balkan resort.",tt0083908
Chitralekha,1964.0,7.8,93.0,"Comedy,Drama,History","When Aryaputra Samant Bijgupt ignores Yashodhara and continues to frequent Rajnartaki Chitralekha, Yashodhara's father, Mrityunjay, approaches celibate Yogi Kumargiri, who reprimands Chitralekha and asks her to free Bijgupt so that he can marry and sire a heir. She initially refuses, but subsequently decides to abandon her lavish lifestyle, and re-locates to the Ashram of Kumargiri and his male disciples, leaving a disillusioned Bijgupt no choice but to accede to the request of Samrat Chandragupt and marry Yashodhara.—rAjOo (gunwanti@hotmail.com)",tt0138360
Wuthering Heights,2026.0,,,Drama,"A passionate and tumultuous love story set against the backdrop of the Yorkshire moors, exploring the intense and destructive relationship between Heathcliff and Catherine Earnshaw.",tt32897959
Jack the Giant Killer,1962.0,6.3,3163.0,"Adventure,Family,Fantasy",A farmboy-turned-knight must protect a princess from the schemes of an evil wizard.,tt0056112
The Ipcress File,2022.0,7.3,5872.0,"Drama,Thriller","As the Cold War rages, ex-smuggler turned reluctant spy Harry Palmer finds himself at the centre of a dangerous undercover mission, on which he must use his links to find a missing British nuclear scientist.",tt13636038
Bloodbrothers,1978.0,5.8,1043.0,Drama,A young man is torn between following in his brothers' footsteps or striking out on his own.,tt0078878
Silent Dust,1949.0,6.8,273.0,Drama,"A wealthy blind man is determined to build a cricket pavilion as a memorial to his dead son, who was killed in battle in World War II. Not long before the dedication ceremony is to be held, the son shows up; it turns out that he wasn't killed in battle but deserted, and has become a blackmailer and a killer. He wants to get some money to ""start a new life"", but his blind father senses that something is wrong and sets out to find out what's going on.—frankfob2@yahoo.com",tt0040788
Tarzan of the Apes,1984.0,6.4,21619.0,"Adventure,Drama","A missing heir of respected Scottish family, raised in African jungles by animals, finally returns to his estate only to realize that difference between the two worlds is really significant.",tt0087365
Ummachu,1971.0,,,Drama,,tt0156150
Don't Drink the Water,1994.0,6.2,3935.0,Comedy,An ordinary American family goes on vacation to Europe. Because of the Cold War they are stuck in the U.S. Embassy surrounding by the Soviet forces.,tt0109644
Conquering Power,1921.0,6.8,560.0,"Drama,Romance","After losing his father, a playboy moves in with his miserly uncle, who seeks to cheat him out of his inheritance.",tt0012068
The little seagull and the cat,1959.0,7.1,9593.0,"Adventure,Family,Fantasy,Romance",A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,tt0052722
To the Devil a Daughter,1976.0,5.8,5153.0,Horror,"An American occult novelist battles to save the soul of a young girl from a group of Satanists, led by an excommunicated priest, who plan on using her as the representative of the Devil on Earth.",tt0075334
The Good Fairy,1935.0,7.5,1676.0,"Comedy,Romance",A naive girl just out of a cloistered orphanage finds that being a 'good fairy' to strangers makes life awfully complicated.,tt0026424
Huntingtower,1978.0,7.9,22.0,Adventure,"A motley group of people - a Russian princess, an English poet and a retired Scots grocer among them - are brought together at Huntingtower. But why?",tt0423670
Zoom,2006.0,4.4,23209.0,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private academy.,tt0383060
Watchers,2024.0,5.7,46921.0,"Fantasy,Horror,Mystery,Thriller","A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",tt26736843
The Return of the King,2003.0,9.0,2038212.0,"Adventure,Drama,Fantasy",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,tt0167260
Zinda Laash,1967.0,5.1,540.0,"Crime,Drama,Horror",A rendition of the Dracula tale with many similarities to the British 1950s Dracula.,tt0360232
The Horse's Mouth,1958.0,6.9,3956.0,Comedy,"An ill-behaved, lovably scruffy painter, Gulley Jimson, searches for a perfect canvas, determined to let nothing come between himself and the realization of his exalted vision.",tt0051739
Gassan,1979.0,,,Drama,,tt0477657
Ay Carmela,1990.0,7.1,3409.0,"Comedy,Drama,War","During the Spanish Civil War, a group of comics lightens the days of the Republican troops. Tired of life in the front lines, they make their way to Valencia, accidentally entering enemy land and falling prisoner.",tt0101025
52 Pick-Up,1986.0,6.4,7301.0,"Crime,Drama,Thriller","A secret extramarital fling between successful Los Angeles construction magnate Harry Mitchell and his stripper mistress Cini leads to three strangers blackmailing him for a six-figure sum, followed by burglary, theft, and Cini's murder.",tt0090567
Everybody's All-American,1988.0,6.2,3509.0,"Drama,Romance,Sport",A Louisiana football legend struggles to deal with life's complexities after his college career is over.,tt0095119
The Illustrated Man,1969.0,5.8,3565.0,"Drama,Fantasy,Horror,Sci-Fi","In 1930s, a psychotic drifter who's after the mystery woman who covered his whole body in illustrations that foresee distant future shows three of them (The Veldt, The Long Rain and The Last Night of the World) to a mesmerized traveler.",tt0064473
Goldfinger,1964.0,7.7,206956.0,"Action,Adventure,Thriller","While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",tt0058150
Touching the Void,2003.0,8.0,38709.0,"Documentary,Adventure,Drama,Sport",The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.,tt0379557
Barefoot Gen,1983.0,8.0,9566.0,"Animation,Biography,Drama,History,War","A powerful statement against war, Barefoot Gen is a disturbing story about the effect of the atomic bomb on a boy's life and the lives of the Japanese people.",tt0085218
Uncle Tom's Cabin,1977.0,5.2,146.0,Drama,"Broken and beaten to the point of no return, a sadistic plantation owner pushes his slaves to the point of rebellion.",tt0260472
The Prisoner of Zenda,1937.0,7.6,5174.0,"Adventure,Drama,Romance","An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",tt0029442
All Under the Moon,1993.0,6.5,189.0,"Comedy,Drama,Romance",Story of everyday life and romance of a taxi driver who is a Korean resident in Japan.,tt0108405
1-Ichi,2003.0,5.2,826.0,"Action,Drama,Thriller",How Ichi becomes the Killer. The movie is a pre-quel to Takashi Miike's Koroshiya 1 (Ichi - The Killer).,tt0382508
The Extraordinary Adventures of Adèle Blanc-Sec,2010.0,6.3,23168.0,"Action,Adventure,Comedy,Family,Fantasy,Mystery","An adventure set in the early part of the 20th century and focused on a popular novelist and her dealings with would-be suitors, the cops, monsters, and other distractions.",tt1179025
I Hope They Serve Beer in Hell,2009.0,5.2,8761.0,Comedy,A guy tries to patch things up with his soon-to-be-married pal after botching his bachelor party.,tt1220628
Tender is the Night,1962.0,6.0,930.0,Drama,A Psychiatrist and his life with a patient he helped to recover.,tt0056566
